epochNum,blockNum,annotatorID,annotatorEventIndex,startPercent,durationPercent,startSecs,durationSecs,scoreConfidence
12,10,asfsghgkk,22,0.8616053760282251,0.0704236483237059,21.540134400705625,1.7605912080926476,high
11,10,asfsghgkk,21,0.8075427773150772,0.0896300978665348,20.18856943287693,2.24075244666337,high
14,10,asfsghgkk,24,0.8480897263499382,0.09034144784960252,21.202243158748455,2.2585361962400627,high
13,10,asfsghgkk,23,0.8317286767393802,0.12946569691832802,20.793216918484507,3.2366424229582003,high
15,10,asfsghgkk,25,0.8552032261806155,0.0995889976294831,21.38008065451539,2.4897249407370774,high
7,0,asfsghgkk,3,0.3686398377622838,0.1173727472061765,9.215995944057095,2.9343186801544126,high
7,0,asfsghgkk,4,0.56781783302125,0.11950679715537972,14.19544582553125,2.9876699288844932,low
6,0,asfsghgkk,0,0.42483648642463495,0.07682579817131553,10.620912160615873,1.9206449542828883,med
6,0,asfsghgkk,1,0.5578589332583017,0.16503319607171485,13.946473331457543,4.125829901792871,high
6,0,asfsghgkk,2,0.7300056291606939,0.10954789739243141,18.250140729017346,2.7386974348107853,low
9,0,asfsghgkk,7,0.5073530844604924,0.09674359769721215,12.683827111512311,2.418589942430304,high
9,0,asfsghgkk,8,0.7072424297025264,0.09674359769721215,17.681060742563158,2.418589942430304,low
9,0,asfsghgkk,9,0.1694618425033176,0.07895984812051875,4.23654606258294,1.9739962030129687,med
8,0,asfsghgkk,5,0.8075427773150772,0.06757824839143496,20.18856943287693,1.689456209785874,high
8,0,asfsghgkk,6,0.6190350318021269,0.08820739790039932,15.475875795053174,2.205184947509983,low
10,0,asfsghgkk,10,0.4959714847314086,0.13231109685059897,12.399287118285216,3.307777421264974,med
12,5,asfsghgkk,17,0.8445329764345995,0.08820739790039932,21.113324410864987,2.205184947509983,med
11,5,asfsghgkk,16,0.8331513767055156,0.07967119810358647,20.82878441763789,1.9917799525896618,med
14,5,asfsghgkk,19,0.8324400267224479,0.08536199796812836,20.811000668061197,2.134049949203209,high
13,5,asfsghgkk,18,0.8495124263160736,0.08322794801892516,21.23781065790184,2.080698700473129,high
15,5,asfsghgkk,20,0.8139449271626867,0.13800189671514088,20.348623179067168,3.450047417878522,high
2,4,asfsghgkk,12,0.35796958801626777,0.22194119471713375,8.949239700406695,5.548529867928344,low
1,4,asfsghgkk,11,0.8089654772812126,0.12875434693526028,20.224136932030316,3.218858673381507,med
4,4,asfsghgkk,14,0.42625918639077043,0.10527979749402498,10.65647965976926,2.6319949373506244,low
3,4,asfsghgkk,13,0.6169009818529237,0.09887764764641536,15.422524546323094,2.471941191160384,high
5,4,asfsghgkk,15,0.5073530844604924,0.08820739790039932,12.683827111512311,2.205184947509983,high
