filename,epochNum,blockNum,annotatorID
e7-b2-01-04-0004-smp947251.png,7,11,asfsghgkk
e6-b2-01-04-0004-smp945001.png,6,11,asfsghgkk
e9-b2-01-04-0004-smp951751.png,9,11,asfsghgkk
e8-b2-01-04-0004-smp949501.png,8,11,asfsghgkk
e10-b2-01-04-0004-smp954001.png,10,11,asfsghgkk
e12-b3-01-04-0004-smp1122251.png,12,10,asfsghgkk
e11-b3-01-04-0004-smp1120001.png,11,10,asfsghgkk
e14-b3-01-04-0004-smp1126751.png,14,10,asfsghgkk
e13-b3-01-04-0004-smp1124501.png,13,10,asfsghgkk
e15-b3-01-04-0004-smp1129001.png,15,10,asfsghgkk
e2-b1-01-04-0001-smp436251.png,2,1,asfsghgkk
e1-b1-01-04-0001-smp434001.png,1,1,asfsghgkk
e4-b1-01-04-0001-smp440751.png,4,1,asfsghgkk
e3-b1-01-04-0001-smp438501.png,3,1,asfsghgkk
e5-b1-01-04-0001-smp443001.png,5,1,asfsghgkk
e7-b2-01-04-0001-smp1030251.png,7,0,asfsghgkk
e6-b2-01-04-0001-smp1028001.png,6,0,asfsghgkk
e9-b2-01-04-0001-smp1034751.png,9,0,asfsghgkk
e8-b2-01-04-0001-smp1032501.png,8,0,asfsghgkk
e10-b2-01-04-0001-smp1037001.png,10,0,asfsghgkk
e17-b4-01-04-0001-smp1583251.png,17,3,asfsghgkk
e16-b4-01-04-0001-smp1581001.png,16,3,asfsghgkk
e19-b4-01-04-0001-smp1587751.png,19,3,asfsghgkk
e18-b4-01-04-0001-smp1585501.png,18,3,asfsghgkk
e20-b4-01-04-0001-smp1590001.png,20,3,asfsghgkk
e12-b3-01-04-0001-smp1118251.png,12,2,asfsghgkk
e11-b3-01-04-0001-smp1116001.png,11,2,asfsghgkk
e14-b3-01-04-0001-smp1122751.png,14,2,asfsghgkk
e13-b3-01-04-0001-smp1120501.png,13,2,asfsghgkk
e15-b3-01-04-0001-smp1125001.png,15,2,asfsghgkk
e12-b3-01-04-0039-smp747451.png,12,5,asfsghgkk
e11-b3-01-04-0039-smp745201.png,11,5,asfsghgkk
e14-b3-01-04-0039-smp751951.png,14,5,asfsghgkk
e13-b3-01-04-0039-smp749701.png,13,5,asfsghgkk
e15-b3-01-04-0039-smp754201.png,15,5,asfsghgkk
e2-b1-01-04-0039-smp299251.png,2,4,asfsghgkk
e1-b1-01-04-0039-smp297001.png,1,4,asfsghgkk
e4-b1-01-04-0039-smp303751.png,4,4,asfsghgkk
e3-b1-01-04-0039-smp301501.png,3,4,asfsghgkk
e5-b1-01-04-0039-smp306001.png,5,4,asfsghgkk
e17-b4-01-04-0039-smp1047251.png,17,7,asfsghgkk
e16-b4-01-04-0039-smp1045001.png,16,7,asfsghgkk
e19-b4-01-04-0039-smp1051751.png,19,7,asfsghgkk
e18-b4-01-04-0039-smp1049501.png,18,7,asfsghgkk
e20-b4-01-04-0039-smp1054001.png,20,7,asfsghgkk
e7-b2-01-04-0039-smp347851.png,7,6,asfsghgkk
e6-b2-01-04-0039-smp345601.png,6,6,asfsghgkk
e9-b2-01-04-0039-smp352351.png,9,6,asfsghgkk
e8-b2-01-04-0039-smp350101.png,8,6,asfsghgkk
e10-b2-01-04-0039-smp354601.png,10,6,asfsghgkk
e17-b4-01-04-0004-smp1633251.png,17,9,asfsghgkk
e16-b4-01-04-0004-smp1631001.png,16,9,asfsghgkk
e19-b4-01-04-0004-smp1637751.png,19,9,asfsghgkk
e18-b4-01-04-0004-smp1635501.png,18,9,asfsghgkk
e20-b4-01-04-0004-smp1640001.png,20,9,asfsghgkk
e2-b1-01-04-0004-smp924251.png,2,8,asfsghgkk
e1-b1-01-04-0004-smp922001.png,1,8,asfsghgkk
e4-b1-01-04-0004-smp928751.png,4,8,asfsghgkk
e3-b1-01-04-0004-smp926501.png,3,8,asfsghgkk
e5-b1-01-04-0004-smp931001.png,5,8,asfsghgkk
