filename,subID,epochNum,blockNum,annotatorID,MODA_batchNum,annotatorEventIndex,startPercent,durationPercent,startSecs,durationSecs,scoreConfidence
e7-b2-01-04-0004-smp947251.png,01-04-0004,7,2,Lauren,11,75,0.3705885982230997,0.017769002961500493,9.264714955577492,0.4442250740375123,high
e7-b2-01-04-0004-smp947251.png,01-04-0004,7,2,Lauren,11,76,0.9530170286278381,0.044422507403751234,23.825425715695953,1.1105626850937809,high
e6-b2-01-04-0004-smp945001.png,01-04-0004,6,2,Lauren,11,73,0.09911771964461995,0.04146100691016782,2.4779429911154986,1.0365251727541955,high
e6-b2-01-04-0004-smp945001.png,01-04-0004,6,2,Lauren,11,74,0.48213845014807505,0.034550839091806514,12.053461253701876,0.8637709772951628,med
e9-b2-01-04-0004-smp951751.png,01-04-0004,9,2,Lauren,11,77,0.31728158933859824,0.027640671273445213,7.932039733464956,0.6910167818361304,med
e10-b2-01-04-0004-smp954001.png,01-04-0004,10,2,Lauren,11,78,0.097143385982231,0.04343534057255676,2.4285846495557752,1.085883514313919,high
e10-b2-01-04-0004-smp954001.png,01-04-0004,10,2,Lauren,11,79,0.5058304540967423,0.027640671273445213,12.645761352418559,0.6910167818361304,high
e12-b3-01-04-0004-smp1122251.png,01-04-0004,12,3,Lauren,10,70,0.8918126850937809,0.018756169792694965,22.29531712734452,0.46890424481737414,med
e15-b3-01-04-0004-smp1129001.png,01-04-0004,15,3,Lauren,10,71,0.15538622902270482,0.02665350444225074,3.8846557255676206,0.6663376110562685,med
e2-b1-01-04-0001-smp436251.png,01-04-0001,2,1,Lauren,1,92,0.573944965449161,0.03257650542941757,14.348624136229024,0.8144126357354392,high
e1-b1-01-04-0001-smp434001.png,01-04-0001,1,1,Lauren,1,89,0.18006539980256664,0.034550839091806514,4.501634995064166,0.8637709772951628,high
e1-b1-01-04-0001-smp434001.png,01-04-0001,1,1,Lauren,1,90,0.3370249259624877,0.0384995064165844,8.425623149062192,0.9624876604146101,high
e1-b1-01-04-0001-smp434001.png,01-04-0001,1,1,Lauren,1,91,0.4002036031589339,0.018756169792694965,10.005090078973348,0.46890424481737414,high
e4-b1-01-04-0001-smp440751.png,01-04-0001,4,1,Lauren,1,94,0.02508020730503455,0.02073050345508391,0.6270051826258638,0.5182625863770978,med
e4-b1-01-04-0001-smp440751.png,01-04-0001,4,1,Lauren,1,95,0.7703911648568608,0.02073050345508391,19.25977912142152,0.5182625863770978,med
e4-b1-01-04-0001-smp440751.png,01-04-0001,4,1,Lauren,1,96,0.5917139684106614,0.028627838104639685,14.792849210266535,0.7156959526159922,med
e4-b1-01-04-0001-smp440751.png,01-04-0001,4,1,Lauren,1,97,0.6440338104639685,0.028627838104639685,16.10084526159921,0.7156959526159922,med
e4-b1-01-04-0001-smp440751.png,01-04-0001,4,1,Lauren,1,98,0.18006539980256664,0.03652517275419546,4.501634995064166,0.9131293188548865,med
e3-b1-01-04-0001-smp438501.png,01-04-0001,3,1,Lauren,1,93,0.8138265054294176,0.03356367226061204,20.34566263573544,0.839091806515301,high
e5-b1-01-04-0001-smp443001.png,01-04-0001,5,1,Lauren,1,99,0.6233033070088845,0.024679170779861797,15.582582675222111,0.6169792694965449,high
e5-b1-01-04-0001-smp443001.png,01-04-0001,5,1,Lauren,1,100,0.9056330207305034,0.054294175715695954,22.640825518262588,1.3573543928923988,high
e5-b1-01-04-0001-smp443001.png,01-04-0001,5,1,Lauren,1,101,0.4347544422507404,0.03356367226061204,10.86886105626851,0.839091806515301,high
e7-b2-01-04-0001-smp1030251.png,01-04-0001,7,2,Lauren,0,18,0.03791337611056268,0.03257650542941757,0.947834402764067,0.8144126357354392,high
e7-b2-01-04-0001-smp1030251.png,01-04-0001,7,2,Lauren,0,19,0.921427690029615,0.0384995064165844,23.035692250740375,0.9624876604146101,high
e6-b2-01-04-0001-smp1028001.png,01-04-0001,6,2,Lauren,0,12,0.1632835636722606,0.0384995064165844,4.082089091806515,0.9624876604146101,high
e6-b2-01-04-0001-smp1028001.png,01-04-0001,6,2,Lauren,0,14,0.3212302566633761,0.04738400789733465,8.030756416584403,1.1846001974333662,high
